商品ID,商品規格ID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,販売制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
形式:養生職人",A-27.jpg,A-27_l.jpg,型式,養生職人,,,,,,,,,,,,,,,,,,,2,0,1,A - 27,,1,,,6900,,0,,,39,,38,,37,,36,,35,,,,1,NEW,10,建築養生材

,,,,,,,,布ミニコロナグリーン５５０四段無地 550ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,グリーン,緑,四段,無地,550ミリ,25ミリ,550×25,激安,安い,激安マスカー",,,,,カラー/布グリーン、サイズ/550ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布グリーン

サイズ:550ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 01,,1,,,7200,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナグリーン５５0四段無地 550ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,グリーン,緑,四段,無地,550ミリ,25ミリ,550×25,激安,安い,激安マスカー",,,,,カラー/布グリーン、サイズ/550ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布グリーン

サイズ:550ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 02,,1,,,6900,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナグリーン５５0四段無地 550ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,グリーン,緑,四段,無地,550ミリ,25ミリ,550×25,激安,安い,激安マスカー",,,,,カラー/布グリーン、サイズ/550ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布グリーン

サイズ:550ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 03,,1,,,6700,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナピンク300四段無地 300ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,ピンク,四段,無地,300ミリ,25ミリ,300×25,激安,安い激安マスカー",,,,,カラー/布ピンク、サイズ/300ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布ピンク

サイズ:300ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 04,,1,,,7800,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナピンク300四段無地 300ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,ピンク,四段,無地,300ミリ,25ミリ,300×25,激安,安い激安マスカー",,,,,カラー/布ピンク、サイズ/300ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布ピンク

サイズ:300ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 05,,1,,,7600,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナピンク300四段無地 300ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,ピンク,四段,無地,300ミリ,25ミリ,300×25,激安,安い激安マスカー",,,,,カラー/布ピンク、サイズ/300ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布ピンク

サイズ:300ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 06,,1,,,7300,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナ茶1100四段無地 1100ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,茶,四段,無地,1100ミリ,25ミリ,1100×25,激安,安い,激安マスカー",,,,,カラー/布茶色、サイズ/1100ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布茶色

サイズ:1100ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 07,,1,,,12500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナ茶1100四段無地 1100ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,茶,四段,無地,1100ミリ,25ミリ,1100×25,激安,安い,激安マスカー",,,,,カラー/布茶色、サイズ/1100ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布茶色

サイズ:1100ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 08,,1,,,12000,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,布ミニコロナ茶1100四段無地 1100ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,布,ミニコロナ,茶,四段,無地,1100ミリ,25ミリ,1100×25,激安,安い,激安マスカー",,,,,カラー/布茶色、サイズ/1100ミリ×25m、単位/60巻,,"ポリフィルムの表面にコロナ放電加工を施したコロナマスカー。付着した塗膜が飛び散って塗面や周囲を汚したりする心配がなく、後始末も容易です。



カラー:布茶色

サイズ:1100ミリ×25m

単位:60巻",,,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 09,,1,,,11500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑２５ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,25ミリ,25×25,激安,安い",,,,,カラー/グリーン、サイズ/25ミリ×25m、単位60巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:25ミリ×25m

単位:60巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 10,,1,,,7300,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑２５ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,25ミリ,25×25,激安,安い",,,,,カラー/グリーン、サイズ/25ミリ×25m、単位60巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:25ミリ×25m

単位:60巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 11,,1,,,7150,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑２５ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,25ミリ,25×25,激安,安い",,,,,カラー/グリーン、サイズ/25ミリ×25m、単位60巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:25ミリ×25m

単位:60巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 12,,1,,,6900,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,50ミリ,50×25,激安,安い",,,,,カラー/グリーン、サイズ/50ミリ×25m、単位/30巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:50ミリ×25m

単位:30巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 13,,1,,,7300,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,50ミリ,50×25,激安,安い",,,,,カラー/グリーン、サイズ/50ミリ×25m、単位/30巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:50ミリ×25m

単位:30巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 14,,1,,,7150,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープNO１０３緑50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,103,緑,50ミリ,50×25,激安,安い",,,,,カラー/グリーン、サイズ/50ミリ×25m、単位/30巻,B-10.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:グリーン

サイズ:50ミリ×25m

単位:30巻",B-10.jpg,B-10_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 15,,1,,,6900,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　25ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,25ミリ,25×25,激安,安い",,,,,カラー/茶色、サイズ/25ミリ×25m、単位/60巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:25ミリ×25m

単位:60巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 16,,1,,,9800,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　25ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,25ミリ,25×25,激安,安い",,,,,カラー/茶色、サイズ/25ミリ×25m、単位/60巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:25ミリ×25m

単位:60巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 17,,1,,,9500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　25ミリ 25ミリ×25ｍ 60巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,25ミリ,25×25,激安,安い",,,,,カラー/茶色、サイズ/25ミリ×25m、単位/60巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:25ミリ×25m

単位:60巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 18,,1,,,9000,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,50ミリ,50×25,激安,安い",,,,,カラー/茶色、サイズ:50ミリ×25m、単位/30巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:50ミリ×25m

単位:30巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 19,,1,,,9800,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,50ミリ,50×25,激安,安い",,,,,カラー/茶色、サイズ:50ミリ×25m、単位/30巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:50ミリ×25m

単位:30巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 20,,1,,,9500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,ニチバン布テープＮＯ108　茶　50ミリ 50ミリ×25ｍ 30巻,1,,,"刷毛,養生,建築,養生マスカー,ニチバン,布,テープ,108,茶,50ミリ,50×25,激安,安い",,,,,カラー/茶色、サイズ:50ミリ×25m、単位/30巻,B-16.jpg,"さまざまな現場で使われている、汎用タイプ。手切れ性・直線性に優れている。糊残りが少なく剥がす作業がスムーズです。



カラー:茶色

サイズ:50ミリ×25m

単位:30巻",B-16.jpg,B-16_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 21,,1,,,9000,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,G布22ノンスリップマスカー１１００-25（20） １１００ミリ×25ｍ 20巻,1,,,"刷毛,養生,建築,養生マスカー,G布,22,ノンスリップ,マスカー,1100ミリ,25m,1100×25,激安,安い,床養生,屋根養生,厚いマスカー,滑らない",,,,,カラー/グリーン、サイズ/1100ミリ×25m、単位/20巻,B-22.jpg,"階段、玄関、アスファルトや滑りやすい屋根や床の養生に効果的。通常マスカーより滑りにくいので安全に作業ができます。



従来のものよりコンパクトなので持ち運びに便利。強度のあるノンスリップ加工のポリフィルム製。



カラー:グリーン

サイズ:1100ミリ×25m

単位:20巻",B-22.jpg,B-22_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 22,,1,,,17500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,G布22ノンスリップマスカー１１００-25（20） １１００ミリ×25ｍ 20巻,1,,,"刷毛,養生,建築,養生マスカー,G布,22,ノンスリップ,マスカー,1100ミリ,25m,1100×25,激安,安い,床養生,屋根養生,厚いマスカー,滑らない",,,,,カラー/グリーン、サイズ/1100ミリ×25m、単位/20巻,B-22.jpg,"階段、玄関、アスファルトや滑りやすい屋根や床の養生に効果的。通常マスカーより滑りにくいので安全に作業ができます。



従来のものよりコンパクトなので持ち運びに便利。強度のあるノンスリップ加工のポリフィルム製。



カラー:グリーン

サイズ:1100ミリ×25m

単位:20巻",B-22.jpg,B-22_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 23,,1,,,16500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,G布22ノンスリップマスカー１１００-25（20） １１００ミリ×25ｍ 20巻,1,,,"刷毛,養生,建築,養生マスカー,G布,22,ノンスリップ,マスカー,1100ミリ,25m,1100×25,激安,安い,床養生,屋根養生,厚いマスカー,滑らない",,,,,カラー/グリーン、サイズ/1100ミリ×25m、単位/20巻,B-22.jpg,"階段、玄関、アスファルトや滑りやすい屋根や床の養生に効果的。通常マスカーより滑りにくいので安全に作業ができます。



従来のものよりコンパクトなので持ち運びに便利。強度のあるノンスリップ加工のポリフィルム製。



カラー:グリーン

サイズ:1100ミリ×25m

単位:20巻",B-22.jpg,B-22_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,B - 24,,1,,,15500,,0,,,39,,38,,37,,36,,35,,,,2,残りわずか,11,建築用養生マスカー

,,,,,,,,コニシ　テーププライマーG-7700 430ｍｌ １本,1,,,"刷毛,養生,建築,養生マスカー,コニシ,テープ,プライマー,G-7700,430ml,スプレー缶,激安,安い",,,,,内容量/430ml、単位/1本・30本,B-25.jpg,"養生用テープの下地処理用プライマー、テープの密着性を向上させ、剥がれによるトラブルを解消します。
